Title,Latitude,Longtitude,Khu vực,Diện tích,Giá/m2,Giá,Hướng Cửa,Loại Hình,Nội Dung,Giấy Tờ Pháp Lý,Thời Gian
Quỹ căn shophouse chân đế chung cư đang bán cắt lỗ sâu tại Vinhomes Ocean Park 1 Gia Lâm: T11/2023,21.0398766,105.9511964,"Gia Lâm, Hà Nội",74 m²,"132,43 tr/m²","9,8 tỷ",Tây Nam,nhà mặt phố,,Đã có sổ,14/10/2023
"Chính chủ cần bán cắt lỗ sâu shop chân đế chung cư Vinhomes Ocean Park Gia Lâm, LH 0912 132 ***",21.0398766,105.9511964,"Gia Lâm, Hà Nội",68 m²,"77,94 tr/m²","5,3 tỷ",Đông Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
Bán nhanh shophouse 2 mặt đường rộng 200m2 full đồ đại lộ Ngọc Trai 52m Vinhomes Ocean Park Gia Lâm,21.0398766,105.9511964,"Gia Lâm, Hà Nội",200 m²,165 tr/m²,33 tỷ,Tây Nam,nhà mặt phố,,Đã có sổ,14/10/2023
"Chính chủ bán chuyển nhượng căn Shophouse Soho Heritage West Lake đẹp nhất nhì dự án, giá 20.x tỷ",21.0683576,105.8240984,"Tây Hồ, Hà Nội",276 m²,"74,28 tr/m²","20,5 tỷ",Đông,nhà riêng,,Đã có sổ,14/10/2023
"Chủ nhà cần bán shophouse Hà Đô Charm Villas, DT 200m2 nhà 2 mặt đường, giá 100tr/m2. LH 0981 982 ***",21.0229169,105.7034832,"Hoài Đức, Hà Nội",200 m²,100 tr/m²,20 tỷ,Tây Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Shophouse giá chỉ từ 5 tỷ diện tích 84m2 x 2 tầng, vị trí sầm uất ngã tư, dòng tiền đỉnh",21.0359662,105.9021921,"Long Biên, Hà Nội",84 m²,"59,52 tr/m²",5 tỷ,Đông,liền kề,,Đã có sổ,14/10/2023
"Cần bán cắt lỗ căn shophouse The Manor, vị trí đẹp, view công viên, vừa ở vừa kinh doanh.",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",75 m²,"306,67 tr/m²",23 tỷ,Đông Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
"Shophouse 5 tầng 2 mặt tiền, đường 40m, giá gốc 10,3 tỷ, cắt lỗ nhanh 9,3tỷBP, vinhomes Ocean Park",21.0398766,105.9511964,"Gia Lâm, Hà Nội",155 m²,60 tr/m²,"9,3 tỷ",Tây Nam,căn hộ chung cư,,Đã có sổ,14/10/2023
"Bán nhanh Shophouse 5 tầng sổ lâu dài mặt công viên 13,5 tỷ, Vinhomes Ocean Park Gia Lâm",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"192,86 tr/m²","13,5 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Shophouse khối đế Heritage 677 Lạc Long Quân, 16 tỷ/298m2, kinh doanh cực tốt, liền kề Lotte Mall",21.0683576,105.8240984,"Tây Hồ, Hà Nội",298 m²,"53,69 tr/m²",16 tỷ,Tây,nhà mặt phố,,Đã có sổ,14/10/2023
"Bán suất ngoại giao shophouse dự án Telin Park Kim Bài Thanh Oai, giá chỉ 17,5tr/m2 0989 580 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",150 m²,"17,5 tr/m²","2,62 tỷ",Tây Bắc,shophouse,,Đã có sổ,14/10/2023
Bán kiot Shophouse tòa Iris Garden Trần Hữu Dực - Mỹ Đình kinh doanh đỉnh siêu hot!,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",87 m²,"44,83 tr/m²","3,9 tỷ",Tây Bắc,căn hộ chung cư,,Đã có sổ,14/10/2023
"Chính chủ bán 87m2 sàn văn phòng office tầng 3 tòa Iris Garden Trần Hữu Dực, Mỹ Đình. 0914 102 ***",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",87 m²,"44,83 tr/m²","3,9 tỷ",Tây Nam,nhà mặt phố,,Đã có sổ,14/10/2023
Bán shophouse Vạn Phúc Hà Đông vị trí vàng mặt đường Tố Hữu kinh doanh sầm uất giá nhỉnh 11 tỷ,20.9551855,105.758011,"Hà Đông, Hà Nội",60 m²,"42,21 tr/m²",Giá thỏa thuận,Tây Bắc,liền kề,,Đã có sổ,14/10/2023
"Rue De Charme quỹ đất vàng giữa lòng thủ đô với concept phố Carnaby (Anh Quốc) CK lên đến 4,8%",105.7801644,105.8360327,"Thanh Trì, Hà Nội",93 m²,"204,3 tr/m²",19 tỷ,Đông,căn hộ chung cư,,Đã có sổ,14/10/2023
Bán shophouse nhà vườn nội đô Hà Nội,105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"209,68 tr/m²",26 tỷ,Đông,shophouse,,Đã có sổ,14/10/2023
"Chính chủ bán sàn văn phòng DT 87m2 trung tâm Mỹ Đình, Thu nhập 26tr/tháng hàng tháng. Nhận sổ ngay",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội","87,3 m²","42,38 tr/m²","3,7 tỷ",Tây,căn hộ chung cư,,Đã có sổ,14/10/2023
Bán shop chân đế chung cư Vinhomes Ocean Park giá tốt nhất trực tiếp Chủ đầu tư 0946 928 ***,21.0398766,105.9511964,"Gia Lâm, Hà Nội",50 m²,"42,38 tr/m²",Giá thỏa thuận,Tây Nam,nhà mặt phố,,Đã có sổ,14/10/2023
Bán shop chân đế chung cư Vinhomes Ocean Park giá tốt nhất trực tiếp Chủ đầu tư 0946 928 ***,21.0398766,105.9511964,"Gia Lâm, Hà Nội",50 m²,"42,38 tr/m²",Giá thỏa thuận,Tây Nam,liền kề,,Đã có sổ,14/10/2023
"Bán căn xẻ khe mặt phố đi bộ, sổ đỏ lâu dài",105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"42,38 tr/m²",Giá thỏa thuận,Tây,nhà riêng,,Đã có sổ,14/10/2023
Chính chủ cần bán gấp shophouse đường Lương Thế Vinh Vinhomes Green Bay 41 tỷ,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",96 m²,"427,08 tr/m²",41 tỷ,Tây,liền kề,,Đã có sổ,14/10/2023
"Bán căn shophouse 423 Minh Khai DT 21m2 giá 3,2 tỷ cho thuê 20tr/tháng sổ đỏ riêng LH 0979 448 ***",21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",21 m²,"152,38 tr/m²","3,2 tỷ",Đông Bắc,căn hộ chung cư,,Đã có sổ,14/10/2023
"Chính chủ bán shop liền kề mặt đường 30m khu đô thị Phú Lương, kinh doanh sầm uất LH 0962 648 ***",20.9551855,105.758011,"Hà Đông, Hà Nội","62,5 m²","148,8 tr/m²","9,3 tỷ",Đông,shophouse,,Đã có sổ,14/10/2023
Chính chủ bán shophouse căn hộ thông tầng mặt phố thương mại Lê Quang Đạo,20.9551855,105.758011,"Hà Đông, Hà Nội",218 m²,90 tr/m²,"19,62 tỷ",Đông,nhà riêng,,Đã có sổ,14/10/2023
Bán căn góc 340m2 3 mặt thoáng view vườn hoa tại Eastern Park - 140tr/m2 - LH Ngọc 0936 046 ***,21.0359662,105.9021921,"Long Biên, Hà Nội",340 m²,140 tr/m²,"47,6 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,14/10/2023
Bán nhà phố 5 tầng MT 8m đẹp mới kinh doanh rất tốt vị trí trung tâm Thanh Xuân giá 29tỷ,105.7801644,105.8360327,"Thanh Trì, Hà Nội",93 m²,"211,12tr/m²",Giá thỏa thuận,Đông,căn hộ chung cư,,Đã có sổ,14/10/2023
Đừng mua căn góc dự án Rue De Charme nếu quý anh/chị chưa đọc tin này,105.7801644,105.8360327,"Thanh Trì, Hà Nội","163,95 m²","256,18 tr/m²",42 tỷ,Đông Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
"Bán shophouse đế chung cư VHOCP1, DT 80m2 giá 6.1 tỷ bao phí, đang cho thuê, tòa dân cư đông đúc",21.0398766,105.9511964,"Gia Lâm, Hà Nội",80 m²,"76,25 tr/m²","6,1 tỷ",Đông Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
Hiếm bán nhà mặt phố Hàng Bài - căn hộ cao cấp - 150m - bất động sản Masterise Homes,21.0242596,105.8406959,"Hoàn Kiếm, Hà Nội",150 m²,"726,67 tr/m²",109 tỷ,Đông Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Chính chủ bán shophouse 100m2, 136tr/m2 đất, dãy L1, Louis City Hoàng Mai",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",100 m²,165 tr/m²,"16,5 tỷ",Tây Bắc,liền kề,,Đã có sổ,13/10/2023
"Bán ki ốt số 11, 33m2, 1,6tỷ, chung cư Hoàng Dương, Hoàng Mai, Hà Nội",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",33 m²,"48,48 tr/m²","1,6 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Trực tiếp CĐT Khai Sơn City shop thương mại chỉ từ 1,2 tỷ, ck 17%, 10% ký HĐMB LH 0973 668 ***",21.0359662,105.9021921,"Long Biên, Hà Nội",45 m²,"71,43 tr/m²",Giá thỏa thuận,Đông,nhà riêng,,Đã có sổ,14/10/2023
"Bán shophouse Mipec Kiến Hưng, đặc biệt sổ lâu dài. 80m2. Giá có 4 tỷ hơn. Còn duy nhất căn cuối",20.9551855,105.758011,"Hà Đông, Hà Nội",80 m²,"52,5 tr/m²","4,2 tỷ",Đông Bắc,liền kề,,Đã có sổ,14/10/2023
Shophouse khối đế suất ngoại giao 3 tầng sở hữu lâu dài - The Matrix One - giá 22 tỷ 0934 511 ***,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",308 m²,"71,43 tr/m²",22 tỷ,Đông,nhà mặt phố,,Đã có sổ,14/10/2023
"Cần bán gấp căn góc xẻ khe phố đi bộ, kinh doanh sầm uất, sổ lâu dài",105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"217,74 tr/m²",27 tỷ,Đông,nhà riêng,,Đã có sổ,14/10/2023
Bán kiot Mipec Kiến Hưng 200m2 2 tầng mặt tiền 7m hơn 7 tỷ KD ô tô tránh vỉa hè LHCC 0961 318 ***,20.9551855,105.758011,"Hà Đông, Hà Nội",200 m²,38 tr/m²,"7,6 tỷ",Tây Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Bán Shophouse 5 tầng diện tích 199m2 mặt tiền 8.5m KĐT Tây Hồ Residence đường Võ Chí Công, Hà Nội",21.0683576,105.8240984,"Tây Hồ, Hà Nội",199 m²,"193,47 tr/m²","38,5 tỷ",Tây,nhà mặt phố,,Đã có sổ,14/10/2023
"Bán biệt thự Anlac 177m2, H. Nam, đối diện chung cư + dễ kinh doanh dịch vụ và cho thuê",21.0229169,105.7034832,"Hoài Đức, Hà Nội",177 m²,"132,77 tr/m²","23,5 tỷ",Đông Bắc,liền kề,,Đã có sổ,14/10/2023
"Bán căn shophouse góc 2 tầng 130m2 Vinhomes Smart City, HĐT 720 triệu/năm, sổ đỏ, giá tốt nhất T10",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",130 m²,"84,62 tr/m²",11 tỷ,Tây Nam,shophouse,,Đã có sổ,14/10/2023
Bán Shop chân đế phân khu Sakura - Vinhomes Smart City mở bán đợt đầu,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",40 m²,100 tr/m²,4 tỷ,Đông Bắc,liền kề,,Đã có sổ,14/10/2023
"Bán sàn văn phòng năm ngay Ngã tư Hàm Nghi, Mỹ Đình. Nhận sổ ngay, Dòng tiền trên 300tr/năm.",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",108 m²,"42,78 tr/m²","4,62 tỷ",Tây,shophouse,,Đã có sổ,14/10/2023
"Tôi không vay được ngân hàng nữa nên tôi bán lại căn shophouse Rue de Charme 6 mặt sàn, mặt tiền 8m",105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"209,68 tr/m²",26 tỷ,Tây Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
Bán shophouse dự án An Lạc Green Symphony chính chủ không qua môi giới,21.0229169,105.7034832,"Hoài Đức, Hà Nội",101 m²,"166,67 tr/m²",Giá thỏa thuận,Tây Bắc,nhà mặt phố,,Đã có sổ,14/10/2023
Bán suất ngoại giao vào tên trực tiếp - Dự án HDB Palmy Biztown - Thanh Trì - Hà Nội,105.7801644,105.8360327,"Thanh Trì, Hà Nội",81 m²,121 tr/m²,Giá thỏa thuận,Đông,căn hộ chung cư,,Đã có sổ,14/10/2023
"Chính chủ bán căn shop đầu hồi Vinhomes Gardenia, diện tích 92,7m2, đã có sổ, kinh doanh cực tốt",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội","92,7 m²",112 tr/m²,Giá thỏa thuận,Tây Nam,liền kề,,Đã có sổ,14/10/2023
"Độc quyền bán căn shophouse mặt đường Hàm Nghi, dự án Vinhomes Gardenia. Lh: 0918 331 ***",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",93 m²,"430,11 tr/m²",40 tỷ,Tây,liền kề,,Đã có sổ,14/10/2023
"Chính chủ bán gấp giảm 1,8 tỷ căn góc shophouse Rue De Charme Thanh Trì. Không bán chênh ko cắt phí",105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"209,68 tr/m²",26 tỷ,Đông,nhà riêng,,Đã có sổ,14/10/2023
Bán căn shophouse Rue De Charme trung tâm Thanh Trì. Cam kết về sau bán lại cho chủ nhà. 0944 728 ***,105.7801644,105.8360327,"Thanh Trì, Hà Nội",124 m²,"209,68 tr/m²",26 tỷ,Tây,nhà mặt phố,,Đã có sổ,14/10/2023
Bán Shop chân đế dự án Vinhomes Gardenia - Hàm Nghi Q Nam TL HN 99m2 MT15m dòng tiền 80tr/th có TL,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",99 m²,"166,67 tr/m²","16,5 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,14/10/2023
"Bán shophouse 2 mặt phố trung tâm Hà Nội, đường 30m, giáp phố đi bộ, 116m2, 5 tầng, 12m mặt tiền",105.7801644,105.8360327,"Thanh Trì, Hà Nội",116 m²,"310,35 tr/m²",36 tỷ,Tây,shophouse,,Đã có sổ,14/10/2023
"Chính chủ bán lô góc gần hồ điều hoà Khai Sơn. Mặt tiền 6,2m lòng đường 6m. Hướng view đẹp sát hồ",21.0359662,105.9021921,"Long Biên, Hà Nội",100 m²,221 tr/m²,Giá thỏa thuận,Tây,liền kề,,Đã có sổ,14/10/2023
"Bán shop chân đế chung cư toà Masteri vip nhất Vinhomes Smart City, được vay 80%, ko vay CK 10%",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội","46,5 m²","124,73 tr/m²","5,8 tỷ",Tây Nam,nhà mặt phố,,Đã có sổ,14/10/2023
Bán mặt bằng kinh doanh shophouse tầng 1 chung cư New City mặt đường QL32,21.0229169,105.7034832,"Hoài Đức, Hà Nội",210 m²,55 tr/m²,"11,55 tỷ",Đông Bắc,shophouse,,Đã có sổ,14/10/2023
"Gia đình tôi cần bán cắt lỗ căn shop Vinhomes Ocean Park 1 giá chỉ 7,5 tỷ lỗ 2,5 tỷ so với năm 2022",21.0398766,105.9511964,"Gia Lâm, Hà Nội","82,3 m²","91,13 tr/m²","7,5 tỷ",Tây Bắc,shophouse,,Đã có sổ,14/10/2023
Chính chủ bán căn song lập view vườn hoa số lượng hiếm,21.0398766,105.9511964,"Gia Lâm, Hà Nội",135 m²,115 tr/m²,"15,52 tỷ",Tây,căn hộ chung cư,,Đã có sổ,14/10/2023
"Rẻ nhất! Gấp cắt lỗ SH Bình Minh full nội thất xịn, thang máy, view vườn hoa 75m2 11 tỷ vỉa hè KD",21.0359662,105.9021921,"Long Biên, Hà Nội",75 m²,"146,67 tr/m²",11 tỷ,Tây Nam,liền kề,,Đã có sổ,13/10/2023
Bán shop khối đế tòa Moonlight 1 - An Lạc Green Symphony,21.0229169,105.7034832,"Hoài Đức, Hà Nội",70 m²,"82,86 tr/m²","5,8 tỷ",Tây,nhà mặt phố,,Đã có sổ,13/10/2023
Phòng Kinh doanh chủ đầu tư mở bán sàn thương mại văn phòng NHS Trung Văn - mặt đường Tố Hữu,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",100 m²,38 tr/m²,"3,8 tỷ",Tây Bắc,nhà mặt phố,,Đã có sổ,13/10/2023
"Bán căn shophouse khối đế chung cư Khai Sơn 134m2, thông 2 tầng, chỉ 10 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",134 m²,"74,63 tr/m²",10 tỷ,Đông,nhà riêng,,Đã có sổ,13/10/2023
"Shophouse mặt đường 30m siêu hiếm tại quận Thanh Xuân, đã xây xong, kinh doanh luôn, LH 0964 561 ***",105.7801644,105.8360327,"Thanh Trì, Hà Nội",93 m²,"74,63 tr/m²",Giá thỏa thuận,Tây,liền kề,,Đã có sổ,13/10/2023
Chuyển nhượng nhanh căn Shophouse 6 tầng A33 - 115m2 - trục thông Vinsmart kinh doanh tốt - 22.X tỷ,21.0229169,105.7034832,"Hoài Đức, Hà Nội",115 m²,44 tr/m²,Giá thỏa thuận,Đông,shophouse,,Đã có sổ,13/10/2023
Bán cắt lỗ căn shophouse Hải Âu giá nhỉnh 7 tỷ Vinhomes Ocean Park Gia Lâm,21.0398766,105.9511964,"Gia Lâm, Hà Nội",83 m²,"82,86 tr/m²",Giá thỏa thuận,Tây Bắc,nhà mặt phố,,Đã có sổ,13/10/2023
Bán shophouse mặt đường 40m - TT70 Nam An Khánh - 195m2 mái cao 18. X tỷ,21.0229169,105.7034832,"Hoài Đức, Hà Nội",195 m²,39 tr/m²,Giá thỏa thuận,Đông Bắc,liền kề,,Đã có sổ,13/10/2023
Bán shop chân đế Vinhomes Symphony view nội khu với giá không thể tốt hơn,21.0359662,105.9021921,"Long Biên, Hà Nội",46 m²,"119,56 tr/m²","5,5 tỷ",Đông Bắc,căn hộ chung cư,,Đã có sổ,13/10/2023
Bán sàn TM gym + bể bơi vip nhất Mỹ Đình diện tích 1337m2. Sẵn HĐ thuê 200tr/tháng. Lh: 0982 342 ***,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",1.337 m²,"25,43 tr/m²",34 tỷ,Đông Bắc,nhà mặt phố,,Đã có sổ,13/10/2023
"Vinhomes Gia Lâm, Shophouse 5 tầng sổ lâu dài mặt đường 52m, kinh doanh sầm uất, giá 15,6 tỷ BP",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"222,86 tr/m²","15,6 tỷ",Đông,nhà riêng,,Đã có sổ,13/10/2023
"Chính chủ bán ki ốt tại ct1 Xa La, Hà Đông 46m2, có gác xép giá 1.xx tỷ Lh 0878 800 ***",20.9551855,105.758011,"Hà Đông, Hà Nội",46 m²,25 tr/m²,"1,15 tỷ",Tây Bắc,căn hộ chung cư,,Đã có sổ,13/10/2023
Cần bán sàn văn phòng thương mại 80m2 tại dự án GoldenField Mỹ Đình giá hơn 3tỷ đang sẵn khách thuê,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",80 m²,"42,5 tr/m²","3,4 tỷ",Tây,liền kề,,Đã có sổ,13/10/2023
33 Tỷ Shophouse Nguyệt Quế 192m2 Vinhomes The Harmony-thông 2 đường 20m và 15m-Đối diện Vinshool,21.0359662,105.9021921,"Long Biên, Hà Nội",192 m²,"171,88 tr/m²",33 tỷ,Tây Bắc,căn hộ chung cư,,Đã có sổ,13/10/2023
1 to đẹp nhất SH59: 180m2 Shophouse Rue De Charme 214 Nguyễn Xiển (kí trực tiếp CĐT) 0905 956 ***,105.7801644,105.8360327,"Thanh Trì, Hà Nội",180 m²,"366,67 tr/m²",66 tỷ,Đông Bắc,nhà riêng,,Đã có sổ,13/10/2023
"Chính chủ bán căn shophouse MT 5m, giá chỉ 12, x tỷ, sổ đỏ đầy đủ. Liên hệ chị Trang 0989 085 ***",21.0398766,105.9511964,"Gia Lâm, Hà Nội",67 m²,"203,95 tr/m²",Giá thỏa thuận,Đông Bắc,nhà riêng,,Đã có sổ,13/10/2023
Cực hot 12 lô shophouse mặt đường 58m kết nối Vành Đai 3.5 và đường 70,21.0229169,105.7034832,"Hoài Đức, Hà Nội","70,85 m²",130 tr/m²,Giá thỏa thuận,Tây,nhà riêng,,Đã có sổ,13/10/2023
"Duy nhất căn Louis 12 hướng Bắc, ngay cạnh công viên nội khu, giá tốt nhất thị trường chỉ từ 130tr",20.9757581,105.8626556,"Hoàng Mai, Hà Nội","107,8 m²",130 tr/m²,"14,01 tỷ",Tây Nam,nhà riêng,,Đã có sổ,13/10/2023
Bán Shophouse chân đế mặt sảnh View công viên kí mới Chủ đầu tư. LH 0986 939 ***,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",77 m²,"181,82 tr/m²",14 tỷ,Tây,nhà riêng,,Đã có sổ,13/10/2023
"Bán sàn văn phòng Golden Field Mỹ Đình. Giá chỉ từ 3,7 tỷ/lô. Lợi nhuận 8,3%/năm. HĐ thuê dài hạn",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",87 m²,"42,53 tr/m²","3,7 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,13/10/2023
Chính chủ cắt lỗ căn liền kề Sao Biển,21.0398766,105.9511964,"Gia Lâm, Hà Nội","67,5 m²","133,33 tr/m²",9 tỷ,Tây Bắc,liền kề,,Đã có sổ,13/10/2023
Cần bán 2 căn shophouse mặt đường 30 quy hoạch diện tích 93m2 và 115m2 xây dựng 5 tầng 1 tum,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",93 m²,"215,05 tr/m²",20 tỷ,Đông Bắc,nhà mặt phố,,Đã có sổ,13/10/2023
"Tôi cần bán gấp shophouse mặt đường 52m, DT 70m2 giá chỉ 15,5 tỷ rẻ nhất thị trường, VHOP 1",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"225,71 tr/m²","15,8 tỷ",Tây Bắc,liền kề,,Đã có sổ,13/10/2023
"Bán nhà Phố Việt Hưng, view thoáng vĩnh viễn nhìn thẳng sang Vinhome Riverside và Harmony",21.0359662,105.9021921,"Long Biên, Hà Nội",76 m²,"203,95 tr/m²","15,5 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,13/10/2023
"Bán shophouse Him Lam Thượng Thanh, quận Long Biên, 76m2. Mặt tiền 5m. Xây thô 5 tầng",21.0359662,105.9021921,"Long Biên, Hà Nội",76 m²,"136,84 tr/m²","10,4 tỷ",Đông Bắc,nhà riêng,,Đã có sổ,13/10/2023
"Cần bán gấp shophouse mặt đường 52m, DT 70m2 giá 15,7 tỷ tốt nhất thị trường",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"224,29 tr/m²","15,7 tỷ",Đông,nhà riêng,,Đã có sổ,13/10/2023
"Em cần bán gấp căn shophouse SH16, gần chung cư gần hồ giá rẻ nhất thị trường chỉ 12,7 tỷ",21.0398766,105.9511964,"Gia Lâm, Hà Nội",60 m²,"211,67 tr/m²","12,7 tỷ",Đông Bắc,shophouse,,Đã có sổ,13/10/2023
"Cần bán gấp shop SB01, DT 70m2 view công viên, hướng đông nam siêu đẹp giá chỉ 13 tỷ",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"192,86 tr/m²","13,5 tỷ",Tây Nam,liền kề,,Đã có sổ,13/10/2023
